timestamp,cylinder number,customer,job number,grain screened,ink color,proof on ctd ink,blade mfg,cylinder division,paper,ink,direct steam,solvent type,type on cylinder,press type,press,unit number,cylinder size,paper mill location,plating tank,proof cut,viscosity,caliper,ink temperature,humifity,roughness,blade pressure,varnish pct,press speed,ink pct,solvent pct,ESA Voltage,ESA Amperage,wax,hardener,roller durometer,current density,anode space ratio,chrome content,band type
136,214,59,35811.0,1,1,2,1,1,1,0,1,0,1,3,815.0,2.0,2,0,1910.0,45.0,38.0,2,15.0,80.0,0.625,30.0,7.0,1600.0,58.1,34.9,0.0,0.0,2.5,1.5,30.0,40.0,103.22,100.0,0
119,152,8,35334.0,2,1,2,1,1,2,2,1,0,1,3,816.0,2.0,3,2,1911.0,40.0,43.0,6,16.0,96.0,1.0,28.0,0.0,1500.0,58.8,41.2,2.0,0.0,3.0,0.8,40.0,40.0,103.12,100.0,1
134,157,8,35334.0,2,1,2,1,1,2,2,1,0,1,3,816.0,9.0,3,2,1911.0,32.5,43.0,2,15.0,82.0,1.0,31.0,7.6,1500.0,54.3,38.0,4.0,0.0,2.5,1.0,40.0,40.0,103.12,100.0,1
133,143,56,37869.0,1,1,2,1,1,2,0,1,0,1,3,815.0,9.0,1,2,1911.0,37.5,44.0,8,15.0,85.0,0.75,34.0,0.0,1400.0,62.5,37.5,0.0,0.0,2.8,1.0,28.0,40.0,103.12,100.0,1
133,141,56,37869.0,1,1,2,1,1,2,0,1,0,1,3,815.0,2.0,1,2,1910.0,35.0,44.0,8,16.0,80.0,1.0,32.0,7.0,1400.0,58.1,34.9,0.0,0.0,3.0,1.0,28.0,40.0,103.12,100.0,1
132,168,3,27490.0,1,1,2,1,1,1,0,1,0,1,1,813.0,1.0,1,2,1911.0,30.0,42.0,2,15.4,64.0,0.875,30.907563025210084,0.0,1425.0,61.7,38.3,0.0,0.0,1.0,1.3,34.0,40.0,107.4,100.0,1
135,312,55,35752.0,1,1,2,1,1,1,0,1,0,1,2,824.0,9.0,3,0,1910.0,50.0,43.0,2,16.0,82.0,0.875,30.0,0.0,2270.0,55.6,44.4,12.0,0.0,2.0,1.0,30.0,40.0,103.22,100.0,1
135,267,55,35752.0,1,1,2,1,1,1,0,1,0,1,2,824.0,2.0,3,0,1910.0,50.0,43.0,8,16.3,80.0,0.8125,30.0,0.0,2270.0,55.6,44.4,12.0,0.0,1.5,1.5,30.0,40.0,103.22,100.0,1
135,315,42,35794.0,1,1,2,1,1,2,0,1,0,1,2,827.0,2.0,3,2,1911.0,60.0,43.0,6,15.8,57.0,0.75,24.0,1.2,1480.0,58.1,40.7,0.0,0.0,1.4,1.7,33.0,40.0,103.12,100.0,1
135,274,42,35794.0,1,1,2,1,1,2,0,1,0,1,2,827.0,9.0,3,2,1911.0,52.5,43.0,4,16.6,58.0,0.75,20.0,7.9,1480.0,56.2,36.0,0.0,0.0,1.7,0.7,33.0,40.0,103.12,100.0,1
134,267,55,35752.0,1,1,2,1,1,1,0,1,0,1,2,824.0,2.0,3,2,1910.0,50.0,43.0,8,17.0,87.0,0.8125,35.0,0.0,2300.0,58.8,41.2,0.0,0.0,1.3,0.7,30.0,40.0,103.22,100.0,1
136,12,15,37441.0,1,1,2,1,1,1,0,1,0,1,2,821.0,2.0,3,0,1911.0,25.0,38.0,2,13.0,75.0,0.625,25.0,0.0,1600.0,57.5,42.5,0.0,0.0,2.5,0.85,30.0,40.0,103.12,100.0,1
136,16,15,37441.0,1,1,2,1,1,1,0,1,0,1,2,821.0,7.0,3,0,1911.0,25.0,38.0,4,14.0,70.0,0.625,25.0,0.0,1600.0,58.8,41.2,5.0,0.0,1.7,0.9,30.0,40.0,103.12,100.0,1
139,156,44,37354.0,1,1,2,1,1,2,2,1,0,1,3,816.0,9.0,3,3,1911.0,40.0,46.0,9,15.9,78.0,0.5,34.0,2.4,2000.0,61.0,36.6,0.0,0.0,2.4,1.3,35.0,40.0,103.22,100.0,1
140,344,7,35335.0,2,1,2,1,1,2,2,1,0,1,2,827.0,2.0,3,2,1911.0,45.0,41.0,9,17.0,78.0,0.75,16.0,14.1,1100.0,50.5,35.4,0.0,0.0,2.5,1.0,50.0,40.0,96.97,100.0,0
140,382,7,37335.0,2,1,2,1,1,2,2,1,0,1,2,827.0,2.0,3,2,1911.0,47.5,41.0,4,16.5,72.0,0.75,20.0,14.1,1300.0,50.5,35.4,4.0,0.0,2.5,1.0,50.0,40.0,96.97,100.0,0
138,263,60,35870.0,1,1,1,1,1,1,0,1,0,0,2,824.0,2.0,3,0,1910.0,40.0,46.0,2,15.0,68.0,0.75,28.0,0.0,1700.0,58.8,41.2,0.0,0.0,1.0,1.0,33.0,40.0,103.22,100.0,1
138,384,60,35870.0,1,1,1,1,1,1,0,1,0,0,2,824.0,9.0,3,0,1911.0,40.0,46.0,6,16.5,68.0,0.875,25.0,0.0,1700.0,58.8,41.2,0.0,0.0,1.0,1.0,33.0,40.0,103.125,100.0,1
137,204,59,35811.0,1,1,2,1,1,1,0,1,0,1,3,815.0,9.0,2,0,1911.0,40.0,35.0,4,18.0,85.0,0.625,30.0,0.0,2000.0,62.5,37.5,0.0,0.0,2.5,0.9,30.0,40.0,103.125,100.0,1
134,312,55,35752.0,1,1,2,1,1,1,0,1,0,1,2,824.0,9.0,3,0,1910.0,50.0,43.0,2,17.0,84.0,0.7243334970530452,35.0,0.0,2300.0,55.6,44.4,0.0,0.0,2.0,0.8,30.0,40.0,103.22,100.0,1
136,142,56,37869.0,1,1,2,1,1,2,0,1,0,1,0,802.0,7.0,1,2,1911.0,35.0,38.0,12,12.0,62.0,0.75,46.0,4.7,1400.0,58.8,36.5,0.0,0.0,2.0,1.0,28.0,40.0,103.125,100.0,1
136,144,56,37869.0,1,1,2,1,1,2,0,1,0,1,0,802.0,2.0,1,2,1911.0,35.0,38.0,13,16.0,70.0,0.75,50.0,0.0,1400.0,62.5,37.5,0.0,0.0,2.8,1.5,28.0,40.0,103.125,100.0,1
138,359,61,25509.0,2,1,2,1,1,2,2,1,0,1,2,821.0,7.0,3,2,1911.0,50.0,46.0,2,14.6,60.0,0.625,25.0,10.5,1750.0,52.6,36.8,2.0,0.0,2.4,0.8,28.0,40.0,96.97,100.0,0
145,11,44,37386.0,2,1,2,1,1,2,2,1,0,1,2,827.0,2.0,3,4,1910.0,40.0,47.0,9,24.5,78.0,0.875,30.0,8.8,2100.0,54.9,36.3,16.0,0.0,2.3,1.0,40.0,40.0,100.0,100.0,0
144,23,44,37386.0,2,1,2,1,1,2,2,1,0,0,2,827.0,9.0,3,4,1906.7816091954023,40.0,47.0,10,14.43,76.0,0.75,16.0,7.2,2000.0,51.5,41.2,1.0,0.0,2.7,1.4,40.0,40.0,100.0,100.0,0
142,17,44,37386.0,2,1,2,1,1,2,2,1,0,1,2,827.0,2.0,3,4,1910.0,40.0,39.0,4,15.0,77.0,0.75,20.0,9.4,2000.0,52.1,38.5,0.0,0.0,2.5,1.0,40.0,40.0,103.22,100.0,1
142,20,44,37386.0,2,1,2,1,1,2,2,1,0,1,2,827.0,9.0,3,4,1910.0,40.0,39.0,2,15.0,79.0,0.75,20.0,11.8,2000.0,49.0,39.2,0.0,0.0,2.5,1.0,40.0,40.0,103.22,100.0,1
149,22,44,37386.0,1,1,2,1,1,2,2,1,0,1,2,827.0,2.0,3,4,1911.0,45.1679012345679,43.0,6,14.2,68.0,0.75,18.0,0.0,2000.0,62.5,37.5,0.0,0.0,2.5,1.2,40.0,40.0,106.45,100.0,0
146,15,44,37386.0,1,1,2,1,1,2,2,1,0,1,2,827.0,2.0,3,4,1910.0,45.1679012345679,48.0,4,14.0,80.0,0.75,30.0,0.0,2000.0,62.5,37.5,0.0,0.0,2.40093808630394,0.987593984962406,40.0,40.0,109.67,100.0,0
151,22,44,27386.0,1,1,2,1,1,2,2,1,0,0,2,827.0,2.0,3,4,1911.0,45.1679012345679,40.0,6,16.4,72.0,1.0,26.0,0.0,2000.0,62.5,37.5,0.0,0.0,2.5,1.0,40.0,40.0,106.45,100.0,0
151,369,44,37386.0,2,1,2,1,1,2,2,1,0,1,2,824.0,9.0,3,4,1911.0,40.0,40.0,10,18.5,85.0,0.5625,30.0,0.0,1900.0,62.5,37.5,4.0,0.0,1.8,1.4,40.0,40.0,106.45,100.0,0
141,26,44,37254.0,1,1,2,1,1,2,0,1,0,1,2,821.0,7.0,3,2,1911.0,42.5,41.0,8,14.0,70.0,0.625,20.0,2.3,1750.0,57.5,40.0,4.0,0.0,2.5,0.7,35.0,40.0,96.97,100.0,1
143,306,24,35457.0,1,1,2,1,1,1,0,1,0,1,2,828.0,9.0,3,0,1910.0,35.0,39.0,2,16.2,84.0,1.0,30.0,0.0,2100.0,62.5,37.5,4.0,0.0,2.0,0.9,30.0,40.0,94.117,100.0,1
147,55,49,47202.0,1,1,2,1,1,1,2,1,0,1,1,813.0,9.0,1,2,1910.0,35.0,45.0,8,14.1,65.0,1.0,30.907563025210084,0.0,1500.0,59.5,40.5,0.0,0.0,2.6,1.0,40.0,40.0,109.67,100.0,1
148,233,49,47202.0,1,1,2,1,1,2,2,1,2,1,0,802.0,2.0,1,2,1910.0,50.0,43.0,9,14.02,68.0,0.75,56.0,7.4,1800.0,53.2,39.4,0.0,0.5,3.0,1.3,40.0,40.0,109.67,100.0,1
147,29,49,47202.0,1,1,2,1,1,2,2,1,0,1,3,816.0,2.0,1,2,1910.0,67.5,45.0,2,15.5,80.0,0.5,34.0,16.3,1683.0,43.5,40.2,6.0,0.0,2.5,1.0,40.0,40.0,109.67,100.0,1
150,339,5,37163.0,1,1,2,1,1,1,0,1,0,1,2,821.0,2.0,3,0,1910.0,55.0,37.0,6,16.0,75.0,0.625,20.0,5.6,1850.0,55.6,38.9,0.0,0.0,0.8,0.75,33.0,40.0,109.67,100.0,1
141,27,44,37354.0,1,1,2,1,1,2,0,1,0,1,2,821.0,2.0,3,2,1911.0,42.5,41.0,2,14.0,80.0,0.625,20.0,7.4,1750.0,53.2,39.4,0.0,0.0,2.1,0.9,35.0,40.0,96.97,100.0,1
147,75,49,47202.0,2,1,2,1,1,2,2,1,0,1,1,813.0,1.0,1,2,1910.0,52.5,45.0,2,15.3,72.0,0.75,30.907563025210084,12.4,1600.0,51.5,36.1,0.0,0.0,2.5,1.0,40.0,40.0,109.67,100.0,1
147,70,49,47202.0,1,1,2,1,1,1,2,1,0,1,1,813.0,10.0,1,2,1910.0,35.0,45.0,2,15.2,63.0,1.0,30.907563025210084,0.0,1500.0,59.5,40.5,0.0,0.0,2.3,0.9,40.0,40.0,109.67,100.0,1
147,79,49,47202.0,2,1,2,1,1,2,2,1,0,1,1,813.0,5.0,1,2,1910.0,52.5,45.0,4,16.0,68.0,0.75,30.907563025210084,0.0,1600.0,58.8,41.2,4.0,0.0,2.3,0.8,40.0,40.0,109.67,100.0,1
154,13,44,37355.0,1,1,2,1,1,2,0,1,0,1,3,816.0,9.0,3,2,1910.0,49.0,43.0,10,14.5,74.0,0.75,23.0,9.1,1900.0,56.8,34.1,2.0,0.0,0.7,0.2,35.0,40.0,103.22,100.0,0
152,79,49,47202.0,2,1,2,1,1,2,2,1,0,1,1,813.0,5.0,1,2,1910.0,52.5,37.0,4,14.0,73.0,0.75,30.907563025210084,9.6,1600.0,53.2,37.2,0.0,0.0,2.3,1.0,40.0,40.0,109.67,100.0,1
149,179,49,47202.0,2,1,2,1,1,2,2,1,0,1,1,813.0,9.0,1,2,1910.0,52.5,43.0,6,15.1,76.0,0.5,31.0,6.6,1650.0,54.9,38.5,0.0,0.0,2.5,1.5,40.0,40.0,109.67,100.0,1
153,282,44,37355.0,1,1,2,1,1,2,0,1,0,1,2,828.0,9.0,3,3,1910.0,40.0,44.0,2,16.1,78.0,0.9375,30.0,5.6,1800.0,55.6,38.9,0.0,0.0,2.0,1.0,35.0,40.0,103.22,100.0,1
152,75,49,47202.0,2,1,2,1,1,2,2,1,0,1,1,813.0,1.0,1,2,1906.7816091954023,52.5,37.0,2,15.0,66.0,0.75,30.907563025210084,13.3,1600.0,55.6,42.2,0.0,0.0,2.4,0.8,40.0,40.0,100.0,100.0,1
155,56,44,37355.0,1,1,2,1,1,2,0,1,0,1,2,827.0,2.0,3,2,1910.0,40.0,43.0,10,16.5,72.0,0.625,20.0,9.1,2000.0,56.8,34.1,4.0,0.0,2.5,0.5,35.0,40.0,103.22,100.0,1
155,83,44,37355.0,1,1,2,1,1,2,0,1,0,1,2,827.0,9.0,3,2,1910.0,40.0,43.0,10,16.1,70.0,0.625,20.0,11.1,2000.0,55.6,33.3,4.0,0.0,1.8,0.9,35.0,40.0,103.22,100.0,1
156,317,55,35753.0,1,1,2,1,1,1,0,1,0,1,2,824.0,9.0,3,0,1910.0,40.0,43.0,6,16.0,80.0,0.5625,30.0,5.6,1900.0,55.6,38.9,0.0,0.0,2.2,1.3,30.0,40.0,103.22,100.0,1
156,352,61,25513.0,2,1,2,1,1,2,2,1,0,1,2,821.0,7.0,3,2,1911.0,45.0,45.0,2,14.7,75.0,0.625,30.0,15.0,1734.0,50.0,35.0,2.0,0.0,1.5,0.6,34.0,40.0,103.22,100.0,0
158,95,41,38051.0,1,1,2,1,1,2,0,1,0,1,3,816.0,2.0,3,2,1906.7816091954023,60.0,49.0,9,14.9,77.0,0.75,27.0,0.0,1650.0,58.8,41.2,0.0,0.0,2.5,0.7,33.0,40.0,103.33,100.0,1
160,372,61,25514.0,2,1,2,1,1,2,2,1,0,0,2,821.0,7.0,3,2,1910.0,55.0,49.0,6,12.5,70.0,0.625,30.0,5.6,1750.0,55.6,38.9,0.0,0.0,2.5,0.9,34.0,40.0,106.66,100.0,0
157,280,61,25513.0,2,1,2,1,1,2,2,1,0,1,2,821.0,2.0,3,2,1911.0,45.0,45.0,2,15.1,75.0,0.625,20.0,15.0,1750.0,50.0,35.0,0.0,0.0,1.6,0.9,34.0,40.0,103.22,100.0,1
158,98,41,38051.0,1,1,2,1,1,2,0,1,0,1,3,816.0,9.0,3,2,1910.0,55.0,49.0,2,15.6,74.0,0.75,24.0,0.0,1650.0,58.8,41.2,0.0,0.0,2.5,1.7,33.0,40.0,103.33,100.0,1
159,324,44,37355.0,1,1,2,1,1,1,0,1,0,1,2,828.0,2.0,3,2,1911.0,40.0,49.0,4,15.3,74.0,1.0,34.0,0.0,2000.0,62.5,37.5,0.0,0.0,2.2,1.0,35.0,40.0,100.0,100.0,1
159,304,44,37355.0,1,1,2,1,1,1,0,1,0,1,2,828.0,9.0,3,2,1911.0,40.0,49.0,4,16.8,78.0,0.9375,30.0,0.0,2000.0,62.5,37.5,0.0,0.0,2.4,0.9,35.0,40.0,100.0,100.0,1
163,389,61,25515.0,2,1,2,1,1,2,2,1,0,1,2,821.0,7.0,3,2,1911.0,42.5,46.0,8,14.0,77.0,0.625,42.0,15.8,1850.0,49.5,34.6,8.0,0.0,1.5,0.8,34.0,40.0,100.0,100.0,0
164,391,65,37081.0,1,1,1,1,1,1,0,1,0,1,2,828.0,1.0,3,0,1911.0,35.0,44.0,2,15.5,100.0,0.875,30.0,0.0,2200.0,53.2,46.8,0.0,0.0,0.0,0.0,30.0,40.0,100.0,100.0,0
162,259,7,35534.0,2,1,2,1,1,2,2,1,0,0,2,827.0,2.0,3,2,1910.0,42.0,44.0,8,15.0,80.0,1.25,20.0,16.7,1300.0,49.0,34.3,0.0,0.0,2.5,0.2,40.0,40.0,110.0,100.0,1
162,386,7,35534.0,2,1,2,1,1,2,2,1,0,0,2,827.0,9.0,3,2,1910.0,45.0,44.0,8,15.5,75.0,1.25,20.0,14.1,1300.0,50.5,35.4,0.0,0.0,2.5,1.5,40.0,40.0,110.0,100.0,1
165,263,55,35754.0,1,1,2,1,1,1,0,1,0,1,2,824.0,2.0,3,0,1910.0,50.0,43.0,8,16.0,70.0,0.8125,30.0,3.4,2400.0,56.8,39.8,0.0,0.0,2.5,0.8,30.0,40.0,103.125,100.0,1
165,323,55,35754.0,1,1,2,1,1,1,0,1,0,1,2,824.0,9.0,3,0,1910.0,47.0,43.0,6,16.0,80.0,0.5625,30.0,9.1,2400.0,50.5,40.4,0.0,0.0,2.5,1.1,30.0,40.0,103.125,100.0,1
161,336,19,37572.0,1,1,2,1,1,1,0,1,0,1,2,824.0,2.0,3,0,1911.0,35.0,48.0,4,16.0,76.0,0.8125,30.0,8.9,1900.0,49.5,41.6,0.0,0.0,2.5,1.2,30.0,40.0,103.22,100.0,1
161,358,19,37572.0,1,1,2,1,1,1,0,1,0,1,2,824.0,9.0,3,0,1911.0,35.0,48.0,4,16.0,86.0,0.5625,30.0,16.1,1900.0,44.6,39.3,0.0,0.0,2.5,1.5,30.0,40.0,103.22,100.0,1
163,189,59,35814.0,1,1,2,1,1,2,0,1,0,1,2,827.0,2.0,2,0,1911.0,35.0,43.0,4,14.0,75.0,1.25,20.0,7.6,1823.359168241966,54.3,38.0,0.0,0.0,2.5,2.0,33.0,40.0,106.66,100.0,1
163,1,59,35814.0,1,1,2,1,1,2,0,1,0,1,2,827.0,9.0,2,0,1911.0,37.5,43.0,4,14.0,80.0,1.25,20.0,6.25,1823.359168241966,52.1,41.7,0.0,0.0,3.0,1.5,33.0,40.0,106.66,100.0,1
166,30,9,37822.0,1,1,2,1,1,2,0,1,0,1,1,813.0,1.0,1,2,1910.0,40.0,44.0,2,15.0,68.0,0.75,30.907563025210084,0.0,1750.0,58.8,41.2,0.0,0.0,2.7,0.7,35.0,40.0,103.125,100.0,1
166,218,9,37822.0,1,1,2,1,1,2,0,1,0,1,1,813.0,5.0,1,2,1910.0,40.0,44.0,4,15.5,68.0,0.75,30.907563025210084,5.6,1750.0,55.6,38.9,0.0,0.0,1.5,0.5,35.0,40.0,103.125,100.0,1
182,196,59,35816.0,1,1,2,1,1,1,0,1,0,1,2,827.0,2.0,2,0,1910.0,47.5,68.0,12,14.0,78.0,0.75,22.0,0.0,1900.0,62.5,37.5,0.0,0.0,2.1,1.7,33.0,40.0,103.125,100.0,0
